"","Company.Name","Address","City","State","ZIP.Code","Phone.Number.Combined","Primary.SIC.Code","Primary.SIC.Description","SIC.Code.1","SIC.Code.1.Description","Latitude","Longitude"
"891","Vitamin Shoppe","1241 N Main St","Fuquay Varina","NC",27526,"(919) 567-0088",549904,"Vitamin & Food Supplements",209910,"Health Food Products-Manufacturers",35.591862,-78.779785
"892","Vitamin Shoppe","411 E Six Forks Rd","Raleigh","NC",27609,"(919) 828-8673",549904,"Vitamin & Food Supplements",209910,"Health Food Products-Manufacturers",35.82016,-78.624251
"893","Vitamin Shoppe","8421 Brier Creek Pkwy # 101","Raleigh","NC",27617,"(919) 484-1243",549904,"Vitamin & Food Supplements",209910,"Health Food Products-Manufacturers",35.90596,-78.784251
"894","Waccamaw Transport Co Inc","2201 W Oak St","Selma","NC",27576,"(919) 965-6311",421304,"Trucking",421304,"Trucking",35.550877,-78.306186
"895","Wake Cross Roads Express","3501 Forestville Rd","Raleigh","NC",27616,"(919) 266-7966",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.882271,-78.509243
"896","Wake Foods","995 Durham Rd","Wake Forest","NC",27587,"(919) 435-0387",541104,"Food Products-Retail",541104,"Food Products-Retail",35.976019,-78.546856
"897","Wake Forest BP","103 N White St","Wake Forest","NC",27587,"(919) 554-2294",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.979843,-78.509345
"898","Wake Forest Deli & Grocery","711 N Main St","Wake Forest","NC",27587,"(919) 556-0402",541105,"Grocers-Retail",541105,"Grocers-Retail",35.989685,-78.50531
"899","Wake Forest Pit Stop","942 Durham Rd","Wake Forest","NC",27587,"(919) 562-0535",541103,"Convenience Stores",541103,"Convenience Stores",35.978515,-78.543212
"900","Walmart","7106 Knightdale Blvd","Knightdale","NC",27545,"(919) 217-0490",531102,"Department Stores",523107,"Paint-Retail",35.796516,-78.491106
"901","Walmart","6600 Glenwood Ave","Raleigh","NC",27612,"(919) 783-5552",531102,"Department Stores",523107,"Paint-Retail",35.861877,-78.707397
"902","Walmart Express","702 S Wall St","Benson","NC",27504,"(919) 207-4024",531102,"Department Stores",531102,"Department Stores",35.37649,-78.553739
"903","Walmart Express","6043 US Highway 301 S","Four Oaks","NC",27524,"(919) 963-1256",531102,"Department Stores",531102,"Department Stores",35.446188,-78.421474
"904","Walmart Express","509 Doctor Donnie H Jones Jr","Princeton","NC",27569,"(919) 936-0022",531102,"Department Stores",531102,"Department Stores",35.470377,-78.163943
"905","Walmart Neighborhood Market","2750 NC 55 Hwy","Cary","NC",27519,"(919) 335-0051",541105,"Grocers-Retail",541105,"Grocers-Retail",35.786302,-78.87086
"906","Walmart Neighborhood Market","973 N Harrison Ave","Cary","NC",27513,"(919) 337-9780",541105,"Grocers-Retail",541105,"Grocers-Retail",35.80192,-78.7854
"907","Walmart Neighborhood Market","3560 Davis Dr","Morrisville","NC",27560,"(919) 337-9859",541105,"Grocers-Retail",541105,"Grocers-Retail",35.818265,-78.845237
"908","Walmart Supercenter","3151 Apex Peakway","Apex","NC",27502,"(919) 362-3737",531102,"Department Stores",523107,"Paint-Retail",35.715125,-78.842852
"909","Walmart Supercenter","2010 Kildaire Farm Rd","Cary","NC",27518,"(919) 852-0651",531102,"Department Stores",523107,"Paint-Retail",35.73769,-78.780117
"910","Walmart Supercenter","805 Town Centre Blvd","Clayton","NC",27520,"(919) 550-5600",531102,"Department Stores",523107,"Paint-Retail",35.662176,-78.497215
"911","Walmart Supercenter","1010 Martin Luther King Pkwy","Durham","NC",27713,"(919) 213-4225",531102,"Department Stores",523107,"Paint-Retail",35.950511,-78.924837
"912","Walmart Supercenter","1525 Glenn School Rd","Durham","NC",27704,"(919) 688-3595",531102,"Department Stores",523107,"Paint-Retail",36.028295,-78.843344
"913","Walmart Supercenter","5450 New Hope Commons Dr","Durham","NC",27707,"(919) 489-4412",531102,"Department Stores",523107,"Paint-Retail",35.954522,-78.998644
"914","Walmart Supercenter","1051 E Broad St","Fuquay Varina","NC",27526,"(919) 567-2350",531102,"Department Stores",523107,"Paint-Retail",35.594482,-78.781494
"915","Walmart Supercenter","5141 NC Highway 42 W","Garner","NC",27529,"(919) 772-7373",531102,"Department Stores",523107,"Paint-Retail",35.608068,-78.555505
"916","Walmart Supercenter","501 Hampton Pt # B","Hillsborough","NC",27278,"(919) 732-9172",531102,"Department Stores",523107,"Paint-Retail",36.055842,-79.08594
"917","Walmart Supercenter","7016 Gb Alford Hwy","Holly Springs","NC",27540,"(919) 557-9181",531102,"Department Stores",523107,"Paint-Retail",35.636381,-78.834114
"918","Walmart Supercenter","1001 Shiloh Glenn Dr","Morrisville","NC",27560,"(919) 474-2285",531102,"Department Stores",523107,"Paint-Retail",35.865967,-78.847542
"919","Walmart Supercenter","10050 Glenwood Ave","Raleigh","NC",27617,"(919) 596-5790",531102,"Department Stores",523107,"Paint-Retail",35.910883,-78.779267
"920","Walmart Supercenter","1725 New Hope Church Rd","Raleigh","NC",27609,"(919) 790-6910",531102,"Department Stores",523107,"Paint-Retail",35.83728,-78.608276
"921","Walmart Supercenter","4431 New Bern Ave","Raleigh","NC",27610,"(919) 212-6442",531102,"Department Stores",523107,"Paint-Retail",35.800476,-78.559997
"922","Walmart Supercenter","4500 Fayetteville Rd","Raleigh","NC",27603,"(919) 772-8751",531102,"Department Stores",523107,"Paint-Retail",35.719038,-78.658937
"923","Walmart Supercenter","8000 Town Dr","Raleigh","NC",27616,"(919) 424-6235",531102,"Department Stores",481207,"Cellular Telephones (Services)",35.869653,-78.565612
"924","Walmart Supercenter","1299 N Brightleaf Blvd","Smithfield","NC",27577,"(919) 989-6455",531102,"Department Stores",523107,"Paint-Retail",35.522531,-78.309573
"925","Walmart Supercenter","1321 N Brightleaf Blvd","Smithfield","NC",27577,"(919) 989-6455",531102,"Department Stores",523107,"Paint-Retail",35.466088,-78.240435
"926","Walmart Supercenter","2114 S Main St","Wake Forest","NC",27587,"(919) 562-2921",531102,"Department Stores",523107,"Paint-Retail",35.952004,-78.535045
"927","Walmart Supercenter","841 E Gannon Ave","Zebulon","NC",27597,"(919) 269-2221",531102,"Department Stores",523107,"Paint-Retail",35.831434,-78.296425
"928","Watkins Food & Home Products","1210 Seabrook Ave","Cary","NC",27511,"(919) 460-7576",591202,"Health Care Products",514101,"Food Products (Whls)",35.764238,-78.764345
"929","Watts Grocery","1116 Broad St # 100","Durham","NC",27705,"(919) 237-3612",581208,"Restaurants",541105,"Grocers-Retail",36.016518,-78.918911
"930","Wazobiac International Market","3501 Capital Blvd","Raleigh","NC",27604,"(919) 322-2315",541105,"Grocers-Retail",541105,"Grocers-Retail",35.82788,-78.586914
"931","Weaver Street Market","101 E Weaver St","Carrboro","NC",27510,"(919) 929-0010",541105,"Grocers-Retail",541105,"Grocers-Retail",35.911137,-79.07117
"932","Weaver Street Market","716 Market St","Chapel Hill","NC",27516,"(919) 929-2009",541105,"Grocers-Retail",541105,"Grocers-Retail",35.880098,-79.066018
"933","Weaver Street Market","228 S Churton St","Hillsborough","NC",27278,"(919) 245-5050",581208,"Restaurants",541101,"Food Markets",36.073566,-79.099624
"934","Webb's Mini Mart Corp","900 Poole Dr","Garner","NC",27529,"(919) 772-0923",541105,"Grocers-Retail",541105,"Grocers-Retail",35.695495,-78.617492
"935","Webb's Minit Mart","807 W Garner Rd","Garner","NC",27529,"(919) 779-7713",541103,"Convenience Stores",541103,"Convenience Stores",35.710913,-78.613769
"936","Wendell IGA","2971 Wendell Blvd","Wendell","NC",27591,"(919) 365-7555",541105,"Grocers-Retail",541105,"Grocers-Retail",35.790414,-78.376513
"937","West Durham BP","1922 W Main St","Durham","NC",27705,"(919) 416-1069",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",36.006766,-78.921883
"938","White Oak Mart","7940 White Oak Rd","Garner","NC",27529,"(919) 772-3210",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.670898,-78.575805
"939","Whitley Grocery & Supply Inc","484 W Market St","Smithfield","NC",27577,"(919) 934-2800",541103,"Convenience Stores",514102,"Food Brokers (Whls)",35.516309,-78.355224
"940","Whole Foods Market","102 New Waverly Pl","Cary","NC",27518,"(919) 816-8830",541105,"Grocers-Retail",541105,"Grocers-Retail",35.737479,-78.777466
"941","Whole Foods Market","81 S Elliott Rd","Chapel Hill","NC",27514,"(919) 968-1983",541105,"Grocers-Retail",541105,"Grocers-Retail",35.934686,-79.028097
"942","Whole Foods Market","621 Broad St","Durham","NC",27705,"(919) 286-2290",541105,"Grocers-Retail",541104,"Food Products-Retail",36.006993,-78.92063
"943","Whole Foods Market","3540 Wade Ave","Raleigh","NC",27607,"(919) 828-5805",541105,"Grocers-Retail",514105,"Grocers-Wholesale",35.801674,-78.686606
"944","Whole Foods Market","8710 Six Forks Rd","Raleigh","NC",27615,"(919) 354-0350",541105,"Grocers-Retail",541105,"Grocers-Retail",35.898899,-78.650239
"945","LA Fiesta Latina","1319 5th Ave","Garner","NC",27529,"(919) 773-0022",541105,"Grocers-Retail",541105,"Grocers-Retail",35.709297,-78.622265
"946","LA Mexicana Supermarket","3136 Calvary Dr # 106","Raleigh","NC",27604,"(919) 876-8595",541105,"Grocers-Retail",514101,"Food Products (Whls)",35.843098,-78.577481
"947","LA Mexicanita","301 N 1st Ave","Knightdale","NC",27545,"(919) 217-2727",581229,"Deli-Bakery",541105,"Grocers-Retail",35.791588,-78.490304
"948","LA Plaza Mini Market","301 N Wall St","Benson","NC",27504,"(919) 207-3909",541103,"Convenience Stores",541103,"Convenience Stores",35.383765,-78.547486
"949","LA Plazita Latina Jewelry","1120 S Pollock St","Selma","NC",27576,"(919) 351-0495",594409,"Jewelers-Retail",541105,"Grocers-Retail",35.527883,-78.293982
"950","LA Raza Grocery","810 S Pollock St","Selma","NC",27576,"(919) 202-0699",541105,"Grocers-Retail",541105,"Grocers-Retail",35.529919,-78.29047
"951","LA Tapatia","1700 Saint Albans Dr","Raleigh","NC",27609,"(919) 954-4816",541105,"Grocers-Retail",541105,"Grocers-Retail",35.832904,-78.610516
"952","LA Tiendita","102 S 1st Ave","Knightdale","NC",27545,"(919) 217-1133",541103,"Convenience Stores",541103,"Convenience Stores",35.788044,-78.48351
"953","LA Tiendita Market","6010 Duraleigh Rd","Raleigh","NC",27612,"(919) 510-0200",541105,"Grocers-Retail",541105,"Grocers-Retail",35.860384,-78.712212
"954","LA Villa Grocery Store","2814 Chapel Hill Rd # C","Durham","NC",27707,"(919) 403-9334",723106,"Beauty Salons",541105,"Grocers-Retail",35.973853,-78.937324
"955","LA Zacatecana","522 Village Ct","Garner","NC",27529,"(919) 662-8096",541105,"Grocers-Retail",541105,"Grocers-Retail",35.707784,-78.619114
"956","Lafe Foods","8808 Running Oak Dr # A","Raleigh","NC",27617,"(919) 881-1175",541104,"Food Products-Retail",541104,"Food Products-Retail",35.905039,-78.757968
"957","Lake Wheeler Grocery & Hdwr","7330 Lake Wheeler Rd","Raleigh","NC",27603,"(919) 779-1836",541105,"Grocers-Retail",541105,"Grocers-Retail",35.681274,-78.700317
"958","Lake Wheeler Quality Food","2618 Lake Wheeler Rd","Raleigh","NC",27603,"(919) 803-2096",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.74464,-78.67861
"959","Lakeside Mart","5920 Lake Wheeler Rd","Raleigh","NC",27603,"(919) 772-7065",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.700441,-78.69003
"960","Lakewood BP","218 W Lakewood Ave","Durham","NC",27707,"(919) 682-6998",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.987597,-78.906873
"961","Larlano Joslas","102 S 1st Ave","Knightdale","NC",27545,"(919) 752-6054",541103,"Convenience Stores",541103,"Convenience Stores",35.788044,-78.48351
"962","Larry's Super Market","2041 Milburnie Rd","Raleigh","NC",27610,"(919) 834-0152",541105,"Grocers-Retail",541105,"Grocers-Retail",35.788782,-78.612926
"963","Las Carolinas Grocery & Grill","4905 Guy Rd","Clayton","NC",27520,"(919) 359-0089",541103,"Convenience Stores",541103,"Convenience Stores",35.677124,-78.521789
"964","Las Carolinas Supermarket","505 Wake Chapel Rd","Fuquay Varina","NC",27526,"(919) 557-0165",541105,"Grocers-Retail",541105,"Grocers-Retail",35.591719,-78.79917
"965","Las Delicias","617 E Williams St","Apex","NC",27502,"(919) 267-6656",581208,"Restaurants",541105,"Grocers-Retail",35.724226,-78.84629
"966","Las Tres Fronteras Super Mrcd","748 E Chatham St","Cary","NC",27511,"(919) 380-3592",541105,"Grocers-Retail",541105,"Grocers-Retail",35.791687,-78.765075
"967","Lasalle Street Family Fare","412 S Lasalle St","Durham","NC",27705,"(919) 309-1312",541103,"Convenience Stores",541103,"Convenience Stores",36.013367,-78.948512
"968","Latin American Food Inc","2502 Holloway St","Durham","NC",27703,"(919) 598-6770",581208,"Restaurants",541104,"Food Products-Retail",35.989663,-78.857695
"969","Latino Super Market LLC","2022 Guess Rd # C","Durham","NC",27705,"(919) 797-2092",541105,"Grocers-Retail",541105,"Grocers-Retail",36.023291,-78.918118
"970","Latinos Store Inc","5837 US Highway 301 S","Four Oaks","NC",27524,"(919) 963-3131",541105,"Grocers-Retail",541105,"Grocers-Retail",35.447752,-78.418585
"971","Leone International Foods","810 Fayetteville St # 108","Durham","NC",27701,"(919) 680-0800",541105,"Grocers-Retail",541105,"Grocers-Retail",35.985506,-78.898902
"972","Lewis Grocery","5217 Poole Rd","Raleigh","NC",27610,"(919) 231-6327",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.761369,-78.5525
"973","Li Ming's Global Mart","3400 Westgate Dr # 14a","Durham","NC",27707,"(919) 401-5212",541105,"Grocers-Retail",541105,"Grocers-Retail",35.966896,-78.961488
"974","Lighthouse Food Mart","1151 Executive Cir","Cary","NC",27511,"(919) 467-2921",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.765899,-78.780617
"975","Lighthouse Food Mart","2944 Holloway St","Durham","NC",27703,"(919) 598-1065",541103,"Convenience Stores",541103,"Convenience Stores",35.986542,-78.84427
"976","Lighthouse Food Mart","1916 Bernard St","Raleigh","NC",27608,"(919) 821-2597",541103,"Convenience Stores",541103,"Convenience Stores",35.807734,-78.631027
"977","Lighthouse Food Mart","301 S Pollock St","Selma","NC",27576,"(919) 965-3037",541103,"Convenience Stores",541103,"Convenience Stores",35.533947,-78.285937
"978","Liles Country Cutboard","1825 US 70 Hwy E","Garner","NC",27529,"(919) 772-0290",541103,"Convenience Stores",541103,"Convenience Stores",35.687977,-78.551613
"979","Little India","4201 University Dr # 110","Durham","NC",27707,"(919) 489-9084",541105,"Grocers-Retail",541105,"Grocers-Retail",35.964612,-78.957455
"980","Lloyd's Quickie Mart","110 NC Highway 86 N","Hillsborough","NC",27278,"(919) 732-9899",541105,"Grocers-Retail",541103,"Convenience Stores",36.087335,-79.102759
"981","Local Yogurt","2816 Erwin Rd # 201","Durham","NC",27705,"(919) 382-7400",581203,"Ice Cream Parlors",507809,"Ice Cream Freezers (Whls)",36.006657,-78.947688
"982","Local Yogurt LLC","2501 University Dr # 8","Durham","NC",27707,"(919) 489-5900",545102,"Yogurt",545102,"Yogurt",35.974267,-78.923537
"983","Locopops Gourmet Frozen Pops","2604 Hillsborough Rd # A","Durham","NC",27705,"(919) 286-3500",545102,"Yogurt",203801,"Frozen Food Processors (Mfrs)",36.015333,-78.935054
"984","Long's Food Mart","8212 Mitchell Mill Rd","Zebulon","NC",27597,"(919) 556-2256",541103,"Convenience Stores",541103,"Convenience Stores",35.909385,-78.393693
"985","Longview Poole Road","2405 Poole Rd","Raleigh","NC",27610,"(919) 212-8750",541105,"Grocers-Retail",541105,"Grocers-Retail",35.775017,-78.605389
"986","Los Primos Supermarket","1109 E Main St","Durham","NC",27701,"(919) 682-6417",541105,"Grocers-Retail",541105,"Grocers-Retail",35.987989,-78.887941
"987","Lowes Foods","5400 Apex Peakway","Apex","NC",27502,"(919) 363-5376",541105,"Grocers-Retail",541105,"Grocers-Retail",35.737144,-78.866258
"988","Lowes Foods","6430 Tryon Rd","Cary","NC",27518,"(919) 859-9335",541105,"Grocers-Retail",541105,"Grocers-Retail",35.744188,-78.76067
"989","Lowes Foods","930 High House Rd","Cary","NC",27513,"(919) 467-4441",541105,"Grocers-Retail",541105,"Grocers-Retail",35.78842,-78.826917
"990","Lowes Foods","11711 US 70 Business Hwy W","Clayton","NC",27520,"(919) 550-6740",541105,"Grocers-Retail",541105,"Grocers-Retail",35.655103,-78.475418
"991","Lowes Foods","1845 Aversboro Rd","Garner","NC",27529,"(919) 779-9907",541105,"Grocers-Retail",541105,"Grocers-Retail",35.685324,-78.617364
"992","Lowes Foods","112 Bass Lake Rd","Holly Springs","NC",27540,"(919) 577-6971",541105,"Grocers-Retail",541105,"Grocers-Retail",35.653929,-78.825101
"993","Lowes Foods","3001 Widewaters Pkwy","Knightdale","NC",27545,"(919) 217-9184",541105,"Grocers-Retail",541105,"Grocers-Retail",35.794476,-78.506537
"994","Lowes Foods","7281 NC Highway 42","Raleigh","NC",27603,"(919) 329-6692",541105,"Grocers-Retail",541105,"Grocers-Retail",35.59174,-78.601809
"995","Lowes Foods","8100 Brier Creek Pkwy","Raleigh","NC",27617,"(919) 293-0294",541105,"Grocers-Retail",541105,"Grocers-Retail",35.910455,-78.785442
"996","Lowes Foods","8201 Rowlock Way","Raleigh","NC",27613,"(919) 792-0304",541105,"Grocers-Retail",541105,"Grocers-Retail",35.885673,-78.737792
"997","Lowes Foods","8440 Louisburg Rd # 110","Raleigh","NC",27616,"(919) 266-1031",541105,"Grocers-Retail",541105,"Grocers-Retail",35.893601,-78.509312
"998","Lowes Foods","9600 Strickland Rd","Raleigh","NC",27615,"(919) 847-5661",541105,"Grocers-Retail",541105,"Grocers-Retail",35.902757,-78.655673
"999","Lowes Foods","12524 Capital Blvd","Wake Forest","NC",27587,"(919) 562-5020",541105,"Grocers-Retail",541105,"Grocers-Retail",35.987806,-78.533321
"1000","Lowes Foods","942 Gateway Commons Cir","Wake Forest","NC",27587,"(919) 554-0537",541105,"Grocers-Retail",541105,"Grocers-Retail",35.967941,-78.49451
"1001","Luhn Food Systems","602 E Main St","Benson","NC",27504,"(919) 207-1244",581208,"Restaurants",541104,"Food Products-Retail",35.377705,-78.54239
"1002","M & S Foodmart","11590 US 70 Business Hwy W","Clayton","NC",27520,"(919) 553-4643",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.653525,-78.472898
"1003","M M Fawler Inc","2110 N Roxboro St","Durham","NC",27704,"(919) 220-4017",541103,"Convenience Stores",541103,"Convenience Stores",36.018183,-78.889661
"1004","M M Fowler BP","7601 Knightdale Blvd","Knightdale","NC",27545,"(919) 217-0479",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.799682,-78.474182
"1005","M M Fowler Inc","4148 Old Chapel Hill Rd","Durham","NC",27707,"(919) 419-1488",541103,"Convenience Stores",541103,"Convenience Stores",35.948865,-78.96884
"1006","M M Fowler Inc","5460 NC Highway 42 W","Garner","NC",27529,"(919) 772-5647",541103,"Convenience Stores",541103,"Convenience Stores",35.605823,-78.567188
"1007","Macks Mart Marathon","7526 Knightdale Blvd # A","Knightdale","NC",27545,"(919) 266-1509",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.798532,-78.475519
"1008","Mad Treats","631 Walnut St","Cary","NC",27511,"(919) 465-2100",545101,"Dairy Products-Retail",545101,"Dairy Products-Retail",35.775992,-78.768158
"1009","Maola Milk & Ice Cream","1535 E Club Blvd","Durham","NC",27704,"(919) 220-8909",514303,"Dairy Products-Wholesale",514303,"Dairy Products-Wholesale",36.028686,-78.867449
"1010","Market Ability LLC","2940 Trawick Rd","Raleigh","NC",27604,"(919) 896-6836",541101,"Food Markets",541101,"Food Markets",35.818634,-78.588661
"1011","Market Franklin","167 E Franklin St","Chapel Hill","NC",27514,"(919) 240-7983",541103,"Convenience Stores",541101,"Food Markets",35.914204,-79.053588
"1012","Market In View LLC","790 SE Cary Pkwy","Cary","NC",27511,"(919) 465-1490",541101,"Food Markets",541101,"Food Markets",35.751786,-78.773262
"1013","Market Raleigh Asian","2901 Capital Blvd","Raleigh","NC",27604,"(919) 954-2139",541101,"Food Markets",541101,"Food Markets",35.819341,-78.595783
"1014","Maynard Road BP","952 W Chatham St","Cary","NC",27511,"(919) 460-9922",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.775695,-78.802124
"1015","Mc Donalds PPR Foods","1415 E NC Highway 54","Durham","NC",27713,"(919) 493-7933",541104,"Food Products-Retail",541104,"Food Products-Retail",35.914547,-78.915051
"1016","Meadowmont Citgo","2321 NC Highway 54 W","Chapel Hill","NC",27516,"(919) 960-2538",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.926164,-79.164699
"1017","Mecca Market Inc","3913 Western Blvd","Raleigh","NC",27606,"(919) 615-1286",541105,"Grocers-Retail",541105,"Grocers-Retail",35.783856,-78.690962
"1018","Melad LLC","6901 Louisburg Rd","Raleigh","NC",27616,"(919) 876-4400",541103,"Convenience Stores",541103,"Convenience Stores",35.869116,-78.545781
"1019","Menchie's Frozen Yogurt","575 New Waverly Pl","Cary","NC",27518,"(919) 851-6040",545102,"Yogurt",545102,"Yogurt",35.73855,-78.777574
"1020","Menchie's Frozen Yogurt","7169 Okelly Chapel Rd","Cary","NC",27519,"(919) 797-0976",545102,"Yogurt",545102,"Yogurt",35.845892,-78.888418
"1021","Menchie's Frozen Yogurt","3604 Witherspoon Blvd # 109","Durham","NC",27707,"(919) 402-0028",545102,"Yogurt",545102,"Yogurt",35.95004,-78.989649
"1022","Menchie's Frozen Yogurt","4711 Hope Valley Rd # 6e","Durham","NC",27707,"(919) 908-9330",545102,"Yogurt",545102,"Yogurt",35.921464,-78.956677
"1023","Menchie's Frozen Yogurt","2636 Timber Dr","Garner","NC",27529,"(919) 771-1893",545102,"Yogurt",545102,"Yogurt",35.714941,-78.640038
"1024","Metro Express Market & Grill","2500 Erwin Rd","Durham","NC",27705,"(919) 416-0329",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",36.009114,-78.943084
"1025","Metro Mart","3310 Olympia Dr","Raleigh","NC",27603,"(919) 779-7149",541103,"Convenience Stores",541103,"Convenience Stores",35.735107,-78.651489
"1026","Metro Retail Holdings LLC","403 W Trinity Ave","Durham","NC",27701,"(919) 688-2858",541103,"Convenience Stores",541103,"Convenience Stores",36.00523,-78.901776
"1027","Mi Barrio","2405 Guess Rd","Durham","NC",27705,"(919) 286-0305",541105,"Grocers-Retail",514109,"Markets & Grocers Equip & Supls (Whls)",36.02639,-78.922636
"1028","Mi Barrio","240 Newton Rd # 102","Raleigh","NC",27615,"(919) 845-5187",541105,"Grocers-Retail",541105,"Grocers-Retail",35.877588,-78.643971
"1029","Mi Casa","4029 Village Park Dr","Knightdale","NC",27545,"(919) 217-6015",541105,"Grocers-Retail",541105,"Grocers-Retail",35.79728,-78.497389
"1030","Mi Casita","3300 US 70 Bus Hwy W # B","Clayton","NC",27520,"(919) 934-6275",541103,"Convenience Stores",541103,"Convenience Stores",35.555374,-78.386275
"1031","Mikyin's Asian Market","104 NC 54 # F","Carrboro","NC",27510,"(919) 240-4641",541101,"Food Markets",541101,"Food Markets",35.916273,-79.096082
"1032","Milburnie Gas & Grocery","2501 Old Milburnie Rd","Raleigh","NC",27604,"(919) 266-4408",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.828823,-78.510784
"1033","Military Food & Beverage Spec","2233 Edgemont Rd","Wendell","NC",27591,"(919) 366-9009",541104,"Food Products-Retail",541104,"Food Products-Retail",35.833744,-78.405159
"1034","Millcreek Country Store","873 Stricklands Crossroads Rd","Four Oaks","NC",27524,"(919) 934-4460",541105,"Grocers-Retail",541105,"Grocers-Retail",35.361649,-78.326694
"1035","Mini City Exxon","4413 Capital Blvd","Raleigh","NC",27604,"(919) 876-0544",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.844116,-78.580505
"1036","Mini Mart A & K","717 E Martin St # 101","Raleigh","NC",27601,"(919) 828-0090",541103,"Convenience Stores",541103,"Convenience Stores",35.776777,-78.626944
"1037","Mini Mart Inc","1200 Mlk Blvd","Chapel Hill","NC",27514,"(919) 929-3032",541103,"Convenience Stores",541103,"Convenience Stores",35.946212,-79.057907
"1038","Mira Mart","6908 Glenwood Ave","Raleigh","NC",27612,"(919) 782-4799",541103,"Convenience Stores",541103,"Convenience Stores",35.863539,-78.712573
"1039","Miss Tortillas Inc","3801 Wake Forest Rd # 106","Durham","NC",27703,"(919) 598-8646",541105,"Grocers-Retail",541105,"Grocers-Retail",35.981746,-78.820549
"1040","Mitchell Mill Mart","4101 Mitchell Mill Rd","Raleigh","NC",27616,"(919) 266-1877",541103,"Convenience Stores",541103,"Convenience Stores",35.882084,-78.506135
"1041","Mitchell's Food Mart","5021 Zebulon Rd","Zebulon","NC",27597,"(919) 562-3232",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.91571,-78.385192
"1042","Mitchell's Food Mart I Inc","5021 Zebulon Rd","Zebulon","NC",27597,"(919) 562-3232",541105,"Grocers-Retail",541105,"Grocers-Retail",35.91571,-78.385192
"1043","Mobil","9825 Chapel Hill Rd # A","Morrisville","NC",27560,"(919) 462-0973",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.810525,-78.817049
"1044","Moe's Variety Pickup","4051 Wendell Blvd","Wendell","NC",27591,"(919) 365-3000",541103,"Convenience Stores",541103,"Convenience Stores",35.784118,-78.361206
"1045","Moonberries Frozen Yogurt","8200 Renaissance Pkwy","Durham","NC",27713,"(919) 484-7700",581203,"Ice Cream Parlors",507809,"Ice Cream Freezers (Whls)",35.90299,-78.952797
"1046","Morehead Mini Mart","1601 Morehead Ave","Durham","NC",27707,"(919) 489-3133",541103,"Convenience Stores",541103,"Convenience Stores",35.992011,-78.921551
"1047","Morinaga America Foods Inc","200 S Cameron St","Hillsborough","NC",27278,"(919) 643-2439",541104,"Food Products-Retail",541104,"Food Products-Retail",36.074196,-79.096736
"1048","Mr G's Market","390 E Third St","Wendell","NC",27591,"(919) 366-0100",541105,"Grocers-Retail",541105,"Grocers-Retail",35.7443,-78.397221
"1049","Mule City Auto & Convenience","607 E Main St","Benson","NC",27504,"(919) 207-2144",541103,"Convenience Stores",541103,"Convenience Stores",35.378062,-78.542037
"1050","Murphy Express","1039 Martin Luther King Pkwy","Durham","NC",27707,"(919) 361-6330",541103,"Convenience Stores",541103,"Convenience Stores",35.962532,-78.942373
"1051","Murphy EXPRESS","732 N Judd Pkwy NE","Fuquay Varina","NC",27526,"(919) 552-0681",541103,"Convenience Stores",541103,"Convenience Stores",35.585971,-78.78211
"1052","Murphy Express","4520 Fayetteville Rd","Raleigh","NC",27603,"(919) 771-1547",541103,"Convenience Stores",541103,"Convenience Stores",35.718527,-78.654741
"1053","Murphy EXPRESS","1234 N Brightleaf Blvd","Smithfield","NC",27577,"(919) 938-0321",541103,"Convenience Stores",541103,"Convenience Stores",35.519191,-78.313674
"1054","Murphy EXPRESS","801 E Gannon Ave","Zebulon","NC",27597,"(919) 269-4479",541103,"Convenience Stores",541103,"Convenience Stores",35.82932,-78.296489
"1055","Murphy USA","12889 US 70 Business Hwy W","Clayton","NC",27520,"(919) 553-7061",541103,"Convenience Stores",138203,"Oil & Gas Exploration & Development",35.664566,-78.497467
"1056","Murphy USA","4993 NC Highway 42 W","Garner","NC",27529,"(919) 662-4043",541103,"Convenience Stores",541103,"Convenience Stores",35.611029,-78.553677
"1057","Murphy USA","1450 N New Hope Rd","Raleigh","NC",27604,"(919) 231-6626",541103,"Convenience Stores",541103,"Convenience Stores",35.799714,-78.562066
